Date,Year,Month,Day,Time,Temperature,Humidity
2022-07-18 16:48:32.839391,2022,7,18,16:48:32,33.0,25.0
2022-07-18 17:03:33.364782,2022,7,18,17:03:33,34.0,28.0
2022-07-18 17:18:33.890008,2022,7,18,17:18:33,34.0,27.0
2022-07-18 17:33:34.415208,2022,7,18,17:33:34,17.0,141.0
2022-07-18 17:48:34.940317,2022,7,18,17:48:34,34.0,28.0
2022-07-18 18:03:35.465421,2022,7,18,18:03:35,34.0,27.0
2022-07-18 18:18:35.990456,2022,7,18,18:18:35,17.0,141.0
2022-07-18 18:33:36.515636,2022,7,18,18:33:36,34.0,24.0
2022-07-18 18:48:37.040932,2022,7,18,18:48:37,34.0,23.0
2022-07-18 19:03:37.566276,2022,7,18,19:03:37,34.0,26.0
2022-07-18 19:18:38.091549,2022,7,18,19:18:38,34.0,28.0
2022-07-18 19:33:38.616786,2022,7,18,19:33:38,34.0,28.0
2022-07-18 19:48:39.141928,2022,7,18,19:48:39,34.0,28.0
2022-07-18 20:03:39.667164,2022,7,18,20:03:39,34.0,29.0
2022-07-18 20:18:40.192533,2022,7,18,20:18:40,34.0,29.0
2022-07-18 20:33:40.717975,2022,7,18,20:33:40,34.0,30.0
2022-07-18 20:48:41.243442,2022,7,18,20:48:41,34.0,31.0
2022-07-18 21:03:41.768498,2022,7,18,21:03:41,34.0,32.0
2022-07-18 21:18:42.293780,2022,7,18,21:18:42,34.0,31.0
2022-07-19 07:42:09.845846,2022,7,19,07:42:09,34.0,30.0
2022-07-19 07:57:10.371488,2022,7,19,07:57:10,31.0,40.0
2022-07-19 08:12:10.897407,2022,7,19,08:12:10,31.0,39.0
2022-07-19 08:27:11.423027,2022,7,19,08:27:11,32.0,39.0
2022-07-19 08:42:11.948790,2022,7,19,08:42:11,32.0,39.0
2022-07-19 08:57:12.474260,2022,7,19,08:57:12,32.0,39.0
2022-07-19 09:12:12.999675,2022,7,19,09:12:12,32.0,38.0
2022-07-19 09:27:13.525241,2022,7,19,09:27:13,32.0,38.0
2022-07-19 09:42:14.050909,2022,7,19,09:42:14,32.0,38.0
2022-07-19 09:57:14.576450,2022,7,19,09:57:14,32.0,37.0
2022-07-19 10:12:15.102173,2022,7,19,10:12:15,32.0,37.0
2022-07-19 10:27:15.628063,2022,7,19,10:27:15,33.0,38.0
2022-07-19 10:42:16.153838,2022,7,19,10:42:16,33.0,37.0
2022-07-19 10:57:16.679340,2022,7,19,10:57:16,33.0,37.0
2022-07-19 11:12:17.205229,2022,7,19,11:12:17,33.0,37.0
2022-07-19 11:27:17.731049,2022,7,19,11:27:17,33.0,36.0
2022-07-19 11:42:18.256600,2022,7,19,11:42:18,33.0,36.0
2022-07-19 11:57:18.782060,2022,7,19,11:57:18,33.0,36.0
2022-07-19 12:12:19.307600,2022,7,19,12:12:19,33.0,35.0
2022-07-19 12:27:19.833162,2022,7,19,12:27:19,33.0,35.0
2022-07-19 12:42:20.358848,2022,7,19,12:42:20,34.0,35.0
2022-07-19 12:57:20.884234,2022,7,19,12:57:20,34.0,34.0
2022-07-19 13:12:21.409448,2022,7,19,13:12:21,34.0,34.0
2022-07-19 13:27:21.934595,2022,7,19,13:27:21,34.0,33.0
2022-07-19 13:42:22.459823,2022,7,19,13:42:22,34.0,33.0
2022-07-19 13:57:22.985022,2022,7,19,13:57:22,34.0,33.0
2022-07-19 14:12:23.510301,2022,7,19,14:12:23,34.0,33.0
2022-07-19 14:27:24.035606,2022,7,19,14:27:24,34.0,33.0
2022-07-19 14:42:24.561766,2022,7,19,14:42:24,34.0,33.0
2022-07-19 14:57:25.087623,2022,7,19,14:57:25,34.0,33.0
2022-07-19 15:12:25.613381,2022,7,19,15:12:25,34.0,33.0
2022-07-19 15:27:26.138946,2022,7,19,15:27:26,34.0,33.0
2022-07-19 15:42:26.664540,2022,7,19,15:42:26,34.0,33.0
2022-07-19 15:57:27.190093,2022,7,19,15:57:27,34.0,33.0
2022-07-19 16:12:27.716059,2022,7,19,16:12:27,35.0,33.0
2022-07-19 16:27:28.241794,2022,7,19,16:27:28,35.0,32.0
2022-07-19 16:42:28.767202,2022,7,19,16:42:28,35.0,32.0
2022-07-19 16:57:29.292658,2022,7,19,16:57:29,35.0,32.0
2022-07-19 17:12:29.818089,2022,7,19,17:12:29,35.0,32.0
2022-07-19 17:27:30.343539,2022,7,19,17:27:30,35.0,32.0
2022-07-19 17:42:30.869037,2022,7,19,17:42:30,35.0,32.0
2022-07-19 17:57:31.394714,2022,7,19,17:57:31,35.0,31.0
2022-07-19 18:12:31.920262,2022,7,19,18:12:31,35.0,32.0
2022-07-19 18:27:32.446320,2022,7,19,18:27:32,35.0,31.0
2022-07-19 18:42:32.972465,2022,7,19,18:42:32,35.0,31.0
2022-07-19 18:57:33.498364,2022,7,19,18:57:33,35.0,32.0
2022-07-19 19:12:34.024073,2022,7,19,19:12:34,35.0,36.0
2022-07-19 19:27:37.077423,2022,7,19,19:27:37,35.0,32.0
2022-07-19 19:42:37.603271,2022,7,19,19:42:37,35.0,27.0
2022-07-19 19:57:38.128688,2022,7,19,19:57:38,35.0,36.0
2022-07-19 20:12:38.654164,2022,7,19,20:12:38,35.0,36.0
2022-07-19 20:27:39.179476,2022,7,19,20:27:39,36.0,37.0
2022-07-19 20:42:39.704683,2022,7,19,20:42:39,36.0,37.0
2022-07-19 20:57:40.230160,2022,7,19,20:57:40,35.0,38.0
2022-07-19 21:12:40.755275,2022,7,19,21:12:40,17.0,147.0
2022-07-19 21:27:41.280588,2022,7,19,21:27:41,35.0,38.0
2022-07-19 21:42:41.805923,2022,7,19,21:42:41,35.0,40.0
2022-07-19 21:57:42.331269,2022,7,19,21:57:42,35.0,41.0
2022-07-19 22:12:42.856827,2022,7,19,22:12:42,34.0,41.0
2022-07-19 22:27:43.382145,2022,7,19,22:27:43,34.0,39.0
2022-07-19 22:42:43.907530,2022,7,19,22:42:43,34.0,39.0
2022-07-19 22:57:46.960377,2022,7,19,22:57:46,34.0,41.0
2022-07-19 23:12:47.485806,2022,7,19,23:12:47,34.0,37.0
2022-07-19 23:27:48.011469,2022,7,19,23:27:48,34.0,44.0
2022-07-19 23:42:48.536900,2022,7,19,23:42:48,35.0,46.0
2022-07-19 23:57:49.062298,2022,7,19,23:57:49,35.0,48.0
2022-07-20 00:12:49.587893,2022,7,20,00:12:49,34.0,49.0
2022-07-20 00:27:52.643461,2022,7,20,00:27:52,34.0,48.0
2022-07-20 00:42:53.168918,2022,7,20,00:42:53,34.0,42.0
2022-07-20 00:57:53.694467,2022,7,20,00:57:53,34.0,43.0
2022-07-20 01:12:54.219894,2022,7,20,01:12:54,34.0,44.0
2022-07-20 01:27:54.745367,2022,7,20,01:27:54,34.0,42.0
2022-07-20 01:42:55.270690,2022,7,20,01:42:55,33.0,41.0
2022-07-20 01:57:55.795868,2022,7,20,01:57:55,33.0,41.0
2022-07-20 02:12:56.321150,2022,7,20,02:12:56,33.0,40.0
2022-07-20 02:27:56.846441,2022,7,20,02:27:56,33.0,41.0
2022-07-20 02:42:57.371724,2022,7,20,02:42:57,33.0,41.0
2022-07-20 02:57:57.897028,2022,7,20,02:57:57,33.0,42.0
2022-07-20 03:12:58.422313,2022,7,20,03:12:58,33.0,41.0
2022-07-20 03:27:58.947644,2022,7,20,03:27:58,33.0,40.0
2022-07-20 03:42:59.472995,2022,7,20,03:42:59,33.0,40.0
2022-07-20 03:57:59.998545,2022,7,20,03:57:59,32.0,39.0
2022-07-20 04:13:00.523960,2022,7,20,04:13:00,32.0,39.0
2022-07-20 04:28:01.049375,2022,7,20,04:28:01,32.0,40.0
2022-07-20 04:43:01.575867,2022,7,20,04:43:01,32.0,40.0
2022-07-20 04:58:02.101325,2022,7,20,04:58:02,32.0,40.0
2022-07-20 05:13:02.626790,2022,7,20,05:13:02,32.0,40.0
2022-07-20 05:28:03.152139,2022,7,20,05:28:03,32.0,41.0
2022-07-20 05:43:03.677717,2022,7,20,05:43:03,32.0,41.0
2022-07-20 05:58:04.203546,2022,7,20,05:58:04,32.0,41.0
2022-07-20 06:13:04.729503,2022,7,20,06:13:04,32.0,41.0
2022-07-20 06:28:05.255451,2022,7,20,06:28:05,32.0,41.0
2022-07-20 06:43:05.781190,2022,7,20,06:43:05,32.0,40.0
2022-07-20 06:58:06.306818,2022,7,20,06:58:06,32.0,43.0
2022-07-20 07:13:06.832027,2022,7,20,07:13:06,32.0,44.0
2022-07-20 07:28:07.357234,2022,7,20,07:28:07,33.0,43.0
2022-07-20 07:43:07.882435,2022,7,20,07:43:07,33.0,43.0
2022-07-20 07:58:08.407759,2022,7,20,07:58:08,32.0,42.0
2022-07-20 08:13:08.933065,2022,7,20,08:13:08,32.0,41.0
2022-07-20 08:28:09.458330,2022,7,20,08:28:09,32.0,40.0
2022-07-20 08:43:09.983940,2022,7,20,08:43:09,31.0,41.0
2022-07-20 08:58:10.509229,2022,7,20,08:58:10,31.0,40.0
2022-07-20 09:13:11.034604,2022,7,20,09:13:11,31.0,40.0
2022-07-20 09:28:14.087827,2022,7,20,09:28:14,31.0,39.0
2022-07-20 09:43:14.613117,2022,7,20,09:43:14,32.0,35.0
2022-07-20 09:58:15.138619,2022,7,20,09:58:15,31.0,40.0
2022-07-20 10:13:18.194807,2022,7,20,10:13:18,31.0,39.0
2022-07-20 10:28:18.720380,2022,7,20,10:28:18,31.0,34.0
2022-07-20 10:43:19.245751,2022,7,20,10:43:19,32.0,39.0
2022-07-20 10:58:19.771152,2022,7,20,10:58:19,32.0,38.0
2022-07-20 11:13:20.296468,2022,7,20,11:13:20,32.0,38.0
2022-07-20 11:28:20.822579,2022,7,20,11:28:20,32.0,38.0
2022-07-20 11:43:21.348144,2022,7,20,11:43:21,32.0,38.0
2022-07-20 11:58:21.873573,2022,7,20,11:58:21,32.0,38.0
2022-07-20 12:13:22.399129,2022,7,20,12:13:22,32.0,37.0
2022-07-20 12:28:22.924914,2022,7,20,12:28:22,32.0,37.0
2022-07-20 12:43:23.450687,2022,7,20,12:43:23,32.0,37.0
2022-07-20 12:58:23.976160,2022,7,20,12:58:23,32.0,37.0
2022-07-20 13:13:24.502088,2022,7,20,13:13:24,32.0,37.0
2022-07-20 13:28:25.027951,2022,7,20,13:28:25,32.0,37.0
2022-07-20 13:43:25.553655,2022,7,20,13:43:25,32.0,37.0
2022-07-20 13:58:26.079500,2022,7,20,13:58:26,32.0,37.0
2022-07-20 14:13:29.135645,2022,7,20,14:13:29,32.0,35.0
2022-07-20 14:28:29.661440,2022,7,20,14:28:29,32.0,30.0
2022-07-20 14:43:30.187325,2022,7,20,14:43:30,32.0,35.0
2022-07-20 14:58:30.713158,2022,7,20,14:58:30,32.0,35.0
2022-07-20 15:13:31.238875,2022,7,20,15:13:31,32.0,33.0
2022-07-20 15:28:31.764222,2022,7,20,15:28:31,32.0,34.0
2022-07-20 15:43:32.289492,2022,7,20,15:43:32,32.0,34.0
2022-07-20 15:58:32.814868,2022,7,20,15:58:32,32.0,34.0
2022-07-20 16:13:33.340387,2022,7,20,16:13:33,32.0,34.0
2022-07-20 16:28:33.865744,2022,7,20,16:28:33,32.0,34.0
2022-07-20 16:43:34.391062,2022,7,20,16:43:34,32.0,34.0
2022-07-20 16:58:34.916545,2022,7,20,16:58:34,32.0,34.0
2022-07-20 17:13:35.441972,2022,7,20,17:13:35,32.0,34.0
2022-07-20 17:28:35.967812,2022,7,20,17:28:35,32.0,34.0
2022-07-20 17:43:36.493626,2022,7,20,17:43:36,32.0,34.0
2022-07-20 17:58:37.019107,2022,7,20,17:58:37,32.0,34.0
2022-07-20 18:13:37.544565,2022,7,20,18:13:37,32.0,36.0
2022-07-20 18:28:38.070084,2022,7,20,18:28:38,32.0,35.0
2022-07-20 18:43:38.595411,2022,7,20,18:43:38,32.0,34.0
2022-07-20 18:58:41.648220,2022,7,20,18:58:41,33.0,37.0
2022-07-20 19:13:42.173557,2022,7,20,19:13:42,33.0,32.0
2022-07-20 19:28:42.699085,2022,7,20,19:28:42,33.0,37.0
2022-07-20 19:43:43.224673,2022,7,20,19:43:43,33.0,38.0
2022-07-20 19:58:43.750127,2022,7,20,19:58:43,33.0,40.0
2022-07-20 20:13:44.275587,2022,7,20,20:13:44,33.0,38.0
2022-07-20 20:28:44.801038,2022,7,20,20:28:44,33.0,38.0
2022-07-20 20:43:45.326191,2022,7,20,20:43:45,33.0,39.0
2022-07-20 20:58:45.851462,2022,7,20,20:58:45,33.0,39.0
2022-07-20 21:13:46.376686,2022,7,20,21:13:46,32.0,42.0
2022-07-20 21:28:46.901890,2022,7,20,21:28:46,32.0,42.0
2022-07-20 21:43:47.427052,2022,7,20,21:43:47,32.0,41.0
2022-07-20 21:58:47.952317,2022,7,20,21:58:47,32.0,43.0
2022-07-20 22:13:48.477714,2022,7,20,22:13:48,32.0,42.0
2022-07-20 22:28:49.003250,2022,7,20,22:28:49,32.0,41.0
2022-07-20 22:43:49.528725,2022,7,20,22:43:49,32.0,39.0
2022-07-20 22:58:50.054279,2022,7,20,22:58:50,32.0,39.0
2022-07-20 23:13:50.579480,2022,7,20,23:13:50,32.0,40.0
2022-07-20 23:28:51.104841,2022,7,20,23:28:51,31.0,42.0
2022-07-20 23:43:51.630068,2022,7,20,23:43:51,31.0,42.0
2022-07-20 23:58:52.155289,2022,7,20,23:58:52,31.0,42.0
2022-07-21 00:13:52.680745,2022,7,21,00:13:52,31.0,43.0
2022-07-21 00:28:53.207226,2022,7,21,00:28:53,32.0,43.0
2022-07-21 00:43:53.733075,2022,7,21,00:43:53,32.0,43.0
2022-07-21 00:58:54.259104,2022,7,21,00:58:54,31.0,43.0
2022-07-21 01:13:54.784490,2022,7,21,01:13:54,32.0,44.0
2022-07-21 01:28:55.309859,2022,7,21,01:28:55,32.0,44.0
2022-07-21 01:43:55.835153,2022,7,21,01:43:55,32.0,44.0
2022-07-21 01:58:56.360671,2022,7,21,01:58:56,31.0,44.0
2022-07-21 02:13:56.886343,2022,7,21,02:13:56,32.0,44.0
2022-07-21 02:28:57.412117,2022,7,21,02:28:57,31.0,45.0
2022-07-21 02:43:57.937892,2022,7,21,02:43:57,32.0,45.0
2022-07-21 02:58:58.463844,2022,7,21,02:58:58,32.0,45.0
2022-07-21 03:13:58.989988,2022,7,21,03:13:58,31.0,46.0
2022-07-21 03:28:59.516012,2022,7,21,03:28:59,31.0,47.0
2022-07-21 03:44:00.041784,2022,7,21,03:44:00,31.0,47.0
2022-07-21 03:59:00.567427,2022,7,21,03:59:00,31.0,46.0
2022-07-21 04:14:01.093028,2022,7,21,04:14:01,31.0,46.0
2022-07-21 04:29:01.618744,2022,7,21,04:29:01,31.0,47.0
2022-07-21 04:44:07.205679,2022,7,21,04:44:07,31.0,42.0
2022-07-21 04:59:07.731512,2022,7,21,04:59:07,31.0,41.0
2022-07-21 05:14:08.257655,2022,7,21,05:14:08,31.0,47.0
2022-07-21 05:29:08.783680,2022,7,21,05:29:08,31.0,46.0
2022-07-21 05:44:09.309624,2022,7,21,05:44:09,31.0,46.0
2022-07-21 05:59:09.835643,2022,7,21,05:59:09,31.0,46.0
2022-07-21 06:14:10.361244,2022,7,21,06:14:10,31.0,46.0
2022-07-21 06:29:10.886828,2022,7,21,06:29:10,31.0,46.0
2022-07-21 06:44:11.412433,2022,7,21,06:44:11,30.0,46.0
2022-07-21 06:59:11.938256,2022,7,21,06:59:11,30.0,47.0
2022-07-21 07:14:12.464222,2022,7,21,07:14:12,30.0,43.0
2022-07-21 07:29:12.990164,2022,7,21,07:29:12,31.0,43.0
2022-07-21 07:44:13.515393,2022,7,21,07:44:13,31.0,43.0
2022-07-21 07:59:14.040744,2022,7,21,07:59:14,30.0,44.0
2022-07-21 08:14:17.093897,2022,7,21,08:14:17,30.0,43.0
2022-07-21 08:29:17.619255,2022,7,21,08:29:17,30.0,38.0
2022-07-21 08:44:18.144811,2022,7,21,08:44:18,30.0,43.0
2022-07-21 08:59:18.670413,2022,7,21,08:59:18,30.0,42.0
2022-07-21 09:14:21.723534,2022,7,21,09:14:21,30.0,42.0
2022-07-21 09:29:22.249138,2022,7,21,09:29:22,30.0,37.0
2022-07-21 09:44:22.774914,2022,7,21,09:44:22,30.0,41.0
2022-07-21 09:59:23.300550,2022,7,21,09:59:23,30.0,41.0
2022-07-21 10:14:23.826000,2022,7,21,10:14:23,30.0,41.0
2022-07-21 10:29:24.351420,2022,7,21,10:29:24,30.0,42.0
2022-07-21 10:44:27.407653,2022,7,21,10:44:27,31.0,42.0
2022-07-21 10:59:27.933044,2022,7,21,10:59:27,31.0,37.0
2022-07-21 11:14:28.458599,2022,7,21,11:14:28,31.0,42.0
2022-07-21 11:29:28.984187,2022,7,21,11:29:28,31.0,42.0
2022-07-21 11:44:32.037290,2022,7,21,11:44:32,31.0,42.0
2022-07-21 11:59:32.562845,2022,7,21,11:59:32,31.0,37.0
2022-07-21 12:14:33.088416,2022,7,21,12:14:33,31.0,42.0
2022-07-21 12:29:33.613927,2022,7,21,12:29:33,31.0,41.0
2022-07-21 12:44:34.139360,2022,7,21,12:44:34,31.0,41.0
2022-07-21 12:59:34.664616,2022,7,21,12:59:34,31.0,42.0
2022-07-21 13:14:35.189901,2022,7,21,13:14:35,31.0,41.0
2022-07-21 13:29:35.715250,2022,7,21,13:29:35,31.0,41.0
2022-07-21 13:44:36.240651,2022,7,21,13:44:36,31.0,41.0
2022-07-21 13:59:36.766086,2022,7,21,13:59:36,31.0,42.0
2022-07-21 14:14:37.291497,2022,7,21,14:14:37,31.0,41.0
2022-07-21 14:29:37.816917,2022,7,21,14:29:37,31.0,41.0
2022-07-21 14:44:38.342353,2022,7,21,14:44:38,31.0,42.0
2022-07-21 14:59:38.867932,2022,7,21,14:59:38,31.0,42.0
2022-07-21 15:14:39.393324,2022,7,21,15:14:39,31.0,41.0
2022-07-21 15:29:39.918755,2022,7,21,15:29:39,31.0,42.0
2022-07-21 15:44:42.971886,2022,7,21,15:44:42,31.0,42.0
2022-07-21 15:59:43.497430,2022,7,21,15:59:43,31.0,37.0
2022-07-21 16:14:44.022844,2022,7,21,16:14:44,30.0,41.0
2022-07-21 16:29:44.548381,2022,7,21,16:29:44,30.0,41.0
2022-07-21 16:44:47.601466,2022,7,21,16:44:47,30.0,41.0
2022-07-21 16:59:48.127014,2022,7,21,16:59:48,30.0,36.0
2022-07-21 17:14:48.652621,2022,7,21,17:14:48,30.0,41.0
2022-07-21 17:29:49.178147,2022,7,21,17:29:49,30.0,41.0
2022-07-21 17:44:49.703505,2022,7,21,17:44:49,30.0,42.0
2022-07-21 17:59:50.229238,2022,7,21,17:59:50,30.0,42.0
2022-07-21 18:14:50.754841,2022,7,21,18:14:50,30.0,42.0
2022-07-21 18:29:51.280433,2022,7,21,18:29:51,30.0,42.0
2022-07-21 18:44:51.805812,2022,7,21,18:44:51,30.0,41.0
2022-07-21 18:59:52.331223,2022,7,21,18:59:52,30.0,41.0
2022-07-21 19:14:52.856663,2022,7,21,19:14:52,30.0,42.0
2022-07-21 19:29:53.382206,2022,7,21,19:29:53,30.0,41.0
2022-07-21 19:44:53.907750,2022,7,21,19:44:53,30.0,41.0
2022-07-21 19:59:54.433032,2022,7,21,19:59:54,30.0,41.0
2022-07-21 20:14:54.958568,2022,7,21,20:14:54,30.0,42.0
2022-07-21 20:29:55.484201,2022,7,21,20:29:55,30.0,41.0
2022-07-21 20:44:56.009533,2022,7,21,20:44:56,29.0,42.0
2022-07-21 20:59:56.535227,2022,7,21,20:59:56,29.0,42.0
2022-07-21 21:14:57.060875,2022,7,21,21:14:57,29.0,42.0
2022-07-21 21:29:57.586455,2022,7,21,21:29:57,29.0,42.0
2022-07-21 21:44:58.111743,2022,7,21,21:44:58,29.0,42.0
2022-07-21 21:59:58.637283,2022,7,21,21:59:58,29.0,42.0
2022-07-21 22:14:59.162837,2022,7,21,22:14:59,29.0,42.0
2022-07-21 22:29:59.688380,2022,7,21,22:29:59,29.0,42.0
2022-07-21 22:45:00.213939,2022,7,21,22:45:00,29.0,42.0
2022-07-21 23:00:00.739370,2022,7,21,23:00:00,29.0,42.0
2022-07-21 23:15:01.264616,2022,7,21,23:15:01,29.0,42.0
2022-07-21 23:30:01.789821,2022,7,21,23:30:01,29.0,42.0
2022-07-21 23:45:02.315129,2022,7,21,23:45:02,29.0,42.0
2022-07-22 00:00:02.840374,2022,7,22,00:00:02,29.0,42.0
2022-07-22 00:15:03.365638,2022,7,22,00:15:03,29.0,42.0
2022-07-22 00:30:03.890854,2022,7,22,00:30:03,28.0,41.0
2022-07-22 00:45:04.416161,2022,7,22,00:45:04,28.0,41.0
2022-07-22 01:00:04.941371,2022,7,22,01:00:04,28.0,41.0
2022-07-22 01:15:05.466827,2022,7,22,01:15:05,28.0,42.0
2022-07-22 01:30:05.992383,2022,7,22,01:30:05,28.0,42.0
2022-07-22 01:45:06.517536,2022,7,22,01:45:06,28.0,41.0
2022-07-22 02:00:07.042708,2022,7,22,02:00:07,28.0,41.0
2022-07-22 02:15:07.567887,2022,7,22,02:15:07,28.0,42.0
2022-07-22 02:30:10.623346,2022,7,22,02:30:10,28.0,42.0
2022-07-22 02:45:11.148791,2022,7,22,02:45:11,28.0,36.0
2022-07-22 03:00:14.204665,2022,7,22,03:00:14,28.0,42.0
2022-07-22 03:15:14.729925,2022,7,22,03:15:14,28.0,36.0
2022-07-22 03:30:17.785140,2022,7,22,03:30:17,28.0,42.0
2022-07-22 03:45:18.310399,2022,7,22,03:45:18,28.0,36.0
2022-07-22 04:00:18.835552,2022,7,22,04:00:18,28.0,36.0
2022-07-22 04:15:19.360854,2022,7,22,04:15:19,28.0,42.0
2022-07-22 04:30:19.886113,2022,7,22,04:30:19,28.0,42.0
2022-07-22 04:45:20.411399,2022,7,22,04:45:20,28.0,42.0
2022-07-22 05:00:20.936922,2022,7,22,05:00:20,27.0,41.0
2022-07-22 05:15:21.462491,2022,7,22,05:15:21,27.0,41.0
2022-07-22 05:30:24.515288,2022,7,22,05:30:24,27.0,41.0
2022-07-22 05:45:25.040778,2022,7,22,05:45:25,27.0,36.0
2022-07-22 06:00:25.566206,2022,7,22,06:00:25,27.0,41.0
2022-07-22 06:15:26.091651,2022,7,22,06:15:26,27.0,41.0
